,emotions,emotions_label,sentence,copy_sentence,word_count,AGE,SEX,COUN,sentence_ut
5871,1.0,fear,"['when', 'my', 'ba', 'result', 'had', 'not', 'come']",When my B.A results had not come.,7,22.0,2.0,26.0,when my ba result had not come
5872,2.0,anger,"['when', 'i', 'failed', 'my', 'ssc', 'exam']",When I failed my S.S.C exam.,6,22.0,2.0,26.0,when i failed my ssc exam
5873,3.0,sadness,"['when', 'my', 'sister', 'left', 'home', 'to', 'go', 'and', 'live', 'with', 'her', 'husband']",When my sister left home to go and live with her husband.,12,22.0,2.0,26.0,when my sister left home to go and live with her husband
5874,4.0,disgust,"['i', 'trusted', 'a', 'friend', 'of', 'mine', 'but', 'she', 'lied', 'to', 'me', 'about', 'something', 'and', 'this', 'disgusted', 'me']","I trusted a friend of mine, but she lied to me about something ÌÁ and this disgusted me.",17,22.0,2.0,26.0,i trusted a friend of mine but she lied to me about something and this disgusted me
5877,0.0,joy,"['my', 'first', 'feeling', 'of', 'falling', 'in', 'love', 'coming', 'across', 'a', 'person', 'who', 'made', 'me', 'feel', 'love', 'happiness', 'joy', 'giving', 'me', 'a', 'new', 'and', 'beautiful', 'future', 'who', 'made', 'me', 'dream']","My first feeling of falling in love.  Coming across a person who ÌÁ made me feel love, happiness, joy, giving me a new and beautiful ÌÁ future, who made me dream.",29,22.0,2.0,26.0,my first feeling of falling in love coming across a person who made me feel love happiness joy giving me a new and beautiful future who made me dream
5878,1.0,fear,"['when', 'i', 'got', 'to', 'know', 'that', 'the', 'friend', 'i', 'am', 'closest', 'to', 'got', 'engaged', 'and', 'she', 'wa', 'going', 'away', 'i', 'wa', 'overjoyed', 'for', 'her', 'but', 'also', 'felt', 'frightened', 'a', 'i', 'wa', 'very', 'emotionally', 'dependent', 'on', 'her', 'i', 'did', 'not', 'know', 'what', 'i', 'would', 'do', 'without', 'her']","When I got to know that the friend I am closest to got engaged, ÌÁ and she was going away.  I was overjoyed for her, but also felt ÌÁ frightened as I was very emotionally dependent on her.  I did not ÌÁ know what I would do without her.",46,22.0,2.0,26.0,when i got to know that the friend i am closest to got engaged and she wa going away i wa overjoyed for her but also felt frightened a i wa very emotionally dependent on her i did not know what i would do without her
5879,2.0,anger,"['i', 'wa', 'angry', 'at', 'my', 'brother', 'over', 'an', 'argument', 'we', 'had', 'together', 'we', 'do', 'have', 'a', 'few', 'fight', 'from', 'time', 'to', 'time', 'and', 'also', 'at', 'time', 'i', 'take', 'out', 'my', 'anger', 'on', 'him']","I was angry at my brother over an argument we had together.  We ÌÁ do have a few fights from time to time, and also at times I take ÌÁ out my anger on him.",33,22.0,2.0,26.0,i wa angry at my brother over an argument we had together we do have a few fight from time to time and also at time i take out my anger on him
5880,3.0,sadness,"['when', 'i', 'came', 'to', 'know', 'that', 'my', 'feeling', 'for', 'someone', 'were', 'not', 'reciprocated']",When I came to know that my feelings for someone were not ÌÁ reciprocated.,13,22.0,2.0,26.0,when i came to know that my feeling for someone were not reciprocated
5881,4.0,disgust,"['i', 'felt', 'disgusted', 'while', 'studying', 'for', 'my', 'applied', 'psychology', 'and', 'mental', 'testing', 'paper', 'in', 'ba']",I felt disgusted while studying for my applied psychology and ÌÁ mental testing papers in B.A.,15,22.0,2.0,26.0,i felt disgusted while studying for my applied psychology and mental testing paper in ba
5884,0.0,joy,"['after', 'my', 'marriage', 'i', 'received', 'the', 'bsc', 'result', 'by', 'post', 'i', 'wa', 'very', 'happy', 'to', 'learn', 'that', 'i', 'had', 'got', 'very', 'good', 'mark', 'first', 'class']","After my marriage I received the B.Sc results by post, I was very ÌÁ happy to learn that I had got very good marks - first class.",25,23.0,2.0,26.0,after my marriage i received the bsc result by post i wa very happy to learn that i had got very good mark first class
5885,1.0,fear,"['a', 'few', 'week', 'back', 'my', 'daughter', 'had', 'very', 'high', 'fever', 'and', 'i', 'wa', 'scared', 'that', 'it', 'might', 'lead', 'to', 'brain', 'damage', 'or', 'convulsion']",A few weeks back my daughter had very high fever and I was scared ÌÁ that it might lead to brain damage or convulsions.,23,23.0,2.0,26.0,a few week back my daughter had very high fever and i wa scared that it might lead to brain damage or convulsion
5886,2.0,anger,"['i', 'felt', 'angry', 'when', 'my', 'motherinlaw', 'did', 'not', 'handle', 'my', 'daughter', 'properly', 'and', 'she', 'fell', 'down', 'from', 'the', 'bed', 'and', 'hurt', 'her', 'head']",I felt angry when my mother-in-law did not handle my daughter ÌÁ properly and she fell down from the bed and hurt her head.,23,23.0,2.0,26.0,i felt angry when my motherinlaw did not handle my daughter properly and she fell down from the bed and hurt her head
5887,3.0,sadness,"['i', 'wa', 'very', 'sad', 'when', 'i', 'could', 'not', 'take', 'the', 'ma', 'i', 'exam', 'due', 'to', 'illness', 'and', 'a', 'relative', 'of', 'mine', 'disheartened', 'me', 'about', 'it']","I was very sad when I could not take the M.A (I) exams due to ÌÁ illness, and a relative of mine disheartened me about it.",25,23.0,2.0,26.0,i wa very sad when i could not take the ma i exam due to illness and a relative of mine disheartened me about it
5888,4.0,disgust,"['when', 'my', 'parentsinlaw', 'scolded', 'me', 'without', 'any', 'reason', 'in', 'front', 'of', 'the', 'other', 'member', 'of', 'my', 'family', 'for', 'the', 'first', 'time', 'they', 'had', 'called', 'me', 'from', 'my', 'room', 'where', 'i', 'had', 'been', 'studying', 'for', 'my', 'exam']","When my parents-in-law scolded me, without any reason, in front of the ÌÁ other members of my family for the first time.  They had called ÌÁ me from my room where I had been studying for my exams.",36,23.0,2.0,26.0,when my parentsinlaw scolded me without any reason in front of the other member of my family for the first time they had called me from my room where i had been studying for my exam
5891,0.0,joy,"['when', 'my', 'family', 'allowed', 'me', 'to', 'do', 'higher', 'study']",When my family allowed me to do higher studies.,9,27.0,2.0,26.0,when my family allowed me to do higher study
5892,1.0,fear,"['when', 'i', 'decided', 'to', 'separate', 'from', 'my', 'husband']",When I decided to separate from my husband.,8,27.0,2.0,26.0,when i decided to separate from my husband
5893,2.0,anger,"['when', 'my', 'father', 'talk', 'about', 'our', 'relative', 'and', 'favour', 'them', 'i', 'feel', 'angry']","When my father talks about our relatives and favours them, I feel ÌÁ angry.",13,27.0,2.0,26.0,when my father talk about our relative and favour them i feel angry
5894,3.0,sadness,"['when', 'my', 'elder', 'do', 'not', 'understand', 'me', 'in', 'the', 'right', 'way']",[ When my elders do not understand me in the right way.],11,27.0,2.0,26.0,when my elder do not understand me in the right way
5895,4.0,disgust,"['when', 'my', 'husband', 'quarrelled', 'with', 'me', 'for', 'no', 'reason', 'at', 'all']",When my husband quarrelled with me for no reason at all.,11,27.0,2.0,26.0,when my husband quarrelled with me for no reason at all
5898,0.0,joy,"['i', 'went', 'for', 'a', 'walk', 'on', 'the', 'beach', 'with', 'a', 'friend', 'whom', 'i', 'had', 'not', 'seen', 'for', 'many', 'month', 'the', 'weather', 'wa', 'very', 'pleasant', 'we', 'had', 'some', 'icecream', 'and', 'lot', 'of', 'fun', 'on', 'the', 'beach']","I went for a walk on the beach with a friend whom I had not seen ÌÁ for many months.  The weather was very pleasant, we had some ÌÁ ice-cream and lots of fun on the beach.",35,21.0,2.0,26.0,i went for a walk on the beach with a friend whom i had not seen for many month the weather wa very pleasant we had some icecream and lot of fun on the beach
5899,1.0,fear,"['that', 'day', 'i', 'wa', 'alone', 'at', 'home', 'after', 'coming', 'home', 'from', 'school', 'i', 'did', 'not', 'know', 'where', 'everyone', 'else', 'had', 'gone', 'i', 'kept', 'waiting', 'for', 'them', 'to', 'come', 'back', 'and', 'nobody', 'came', 'it', 'wa', 'getting', 'very', 'late', 'and', 'i', 'wa', 'terrified']","That day I was alone at home after coming home from school.  I did ÌÁ not know where everyone else had gone, I kept waiting for them to ÌÁ come back and nobody came.  It was getting very late and I was ÌÁ terrified.",41,21.0,2.0,26.0,that day i wa alone at home after coming home from school i did not know where everyone else had gone i kept waiting for them to come back and nobody came it wa getting very late and i wa terrified
5900,2.0,anger,"['i', 'wa', 'walking', 'on', 'a', 'street', 'alone', 'in', 'the', 'afternoon', 'when', 'there', 'were', 'not', 'too', 'many', 'people', 'on', 'the', 'street', 'a', 'couple', 'of', 'guy', 'were', 'following', 'me', 'and', 'i', 'wa', 'ignoring', 'them', 'suddenly', 'one', 'of', 'them', 'came', 'in', 'front', 'of', 'me', 'and', 'started', 'using', 'dirty', 'language', 'and', 'harrassing', 'me', 'i', 'got', 'very', 'angry', 'and', 'wanted', 'to', 'strike', 'back', 'at', 'them']",I was walking on a street alone in the afternoon when there were ÌÁ not too many people on the street.  A couple of guys were ÌÁ following me and I was ignoring them.  Suddenly one of them came ÌÁ in front of me and started using dirty language and harrassing ÌÁ me.  I got very angry and wanted to strike back at them.,60,21.0,2.0,26.0,i wa walking on a street alone in the afternoon when there were not too many people on the street a couple of guy were following me and i wa ignoring them suddenly one of them came in front of me and started using dirty language and harrassing me i got very angry and wanted to strike back at them
5901,3.0,sadness,"['a', 'close', 'friend', 'of', 'mine', 'wa', 'to', 'get', 'married', 'in', 'a', 'week', 'time', 'when', 'her', 'father', 'died', 'of', 'a', 'heartattack', 'i', 'knew', 'him', 'well', 'and', 'felt', 'bad', 'on', 'hearing', 'of', 'his', 'death']",A close friend of mine was to get married in a weeks time when ÌÁ her father died of a heart-attack.  I knew him well and felt bad ÌÁ on hearing of his death.,32,21.0,2.0,26.0,a close friend of mine wa to get married in a week time when her father died of a heartattack i knew him well and felt bad on hearing of his death
5902,4.0,disgust,"['a', 'girl', 'who', 'is', 'a', 'friend', 'of', 'mine', 'wa', 'having', 'an', 'affair', 'with', 'a', 'boy', 'who', 'is', 'also', 'a', 'friend', 'of', 'mine', 'i', 'got', 'to', 'know', 'that', 'this', 'girl', 'wa', 'also', 'seeing', 'another', 'guy', 'later', 'on', 'she', 'just', 'broke', 'off', 'with', 'this', 'friend', 'of', 'mine', 'without', 'giving', 'any', 'explanation', 'this', 'made', 'him', 'sad', 'and', 'depressed', 'and', 'i', 'felt', 'disgust', 'for', 'this', 'girl']","A girl, who is a friend of mine was having an affair with a boy ÌÁ who is also a friend of mine.  I got to know that this girl was ÌÁ also seeing another guy.  Later on, she just broke off with this friend ÌÁ of mine without giving any explanations.  This made him sad and ÌÁ depressed, and I felt disgust for this girl.",62,21.0,2.0,26.0,a girl who is a friend of mine wa having an affair with a boy who is also a friend of mine i got to know that this girl wa also seeing another guy later on she just broke off with this friend of mine without giving any explanation this made him sad and depressed and i felt disgust for this girl
5905,0.0,joy,"['when', 'i', 'got', 'permission', 'to', 'study', 'at', 'a', 'place', 'which', 'wa', 'far', 'away', 'from', 'my', 'home']",When I got permission to study at a place which was far away from my ÌÁ home.,16,29.0,2.0,26.0,when i got permission to study at a place which wa far away from my home
5906,1.0,fear,"['i', 'had', 'gone', 'to', 'the', 'hospital', 'for', 'my', 'research', 'and', 'got', 'late', 'in', 'reaching', 'home', 'i', 'feared', 'that', 'when', 'i', 'reached', 'home', 'there', 'would', 'be', 'a', 'quarrel', 'because', 'of', 'my', 'being', 'late']",I had gone to the hospital for my research and got late in ÌÁ reaching home.  I feared that when I reached home there would be ÌÁ a quarrel because of my being late.,32,29.0,2.0,26.0,i had gone to the hospital for my research and got late in reaching home i feared that when i reached home there would be a quarrel because of my being late
5907,2.0,anger,"['i', 'feel', 'angry', 'when', 'somebody', 'is', 'unjust', 'to', 'me']",[ I feel angry when somebody is unjust to me.],9,29.0,2.0,26.0,i feel angry when somebody is unjust to me
5908,3.0,sadness,"['i', 'feel', 'sad', 'when', 'somebody', 'is', 'unjust', 'to', 'me']",[ I feel sad when somebody is unjust to me.],9,29.0,2.0,26.0,i feel sad when somebody is unjust to me
5909,4.0,disgust,"['when', 'people', 'around', 'me', 'did', 'not', 'understand', 'me', 'the', 'right', 'way']",When people around me did not understand me the right way.,11,29.0,2.0,26.0,when people around me did not understand me the right way
5912,0.0,joy,"['when', 'i', 'went', 'for', 'a', 'picnic', 'in', 'lonavala', 'i', 'felt', 'full', 'of', 'joy']","When I went for a picnic in Lonavala, I felt full of joy.",13,22.0,2.0,26.0,when i went for a picnic in lonavala i felt full of joy
5913,1.0,fear,"['when', 'my', 'brother', 'had', 'an', 'epileptic', 'attack', 'and', 'i', 'wa', 'scared', 'a', 'to', 'what', 'would', 'happen', 'to', 'him']",When my brother had an epileptic attack and I was scared as to ÌÁ what would happen to him.,18,22.0,2.0,26.0,when my brother had an epileptic attack and i wa scared a to what would happen to him
5914,2.0,anger,"['i', 'wa', 'angry', 'this', 'morning', 'when', 'i', 'missed', 'the', 'train', 'to', 'university']",I was angry this morning when I missed the train to university.,12,22.0,2.0,26.0,i wa angry this morning when i missed the train to university
5915,3.0,sadness,"['when', 'i', 'missed', 'my', 'train', 'this', 'morning', 'i', 'felt', 'sad', 'for', 'some', 'time']","When I missed my train this morning, I felt sad for some time.",13,22.0,2.0,26.0,when i missed my train this morning i felt sad for some time
5916,4.0,disgust,"['when', 'i', 'had', 'exam', 'a', 'relative', 'of', 'ours', 'who', 'life', 'in', 'another', 'city', 'came', 'to', 'visit', 'u', 'and', 'i', 'felt', 'disgusted', 'at', 'him']","When I had exams a relative of ours, who lives in another city,ÌÁ came to visit us and I felt disgusted at him.",23,22.0,2.0,26.0,when i had exam a relative of ours who life in another city came to visit u and i felt disgusted at him
5918,0.0,joy,"['i', 'acted', 'in', 'an', 'english', 'play', 'in', 'college', 'and', 'got', 'the', 'best', 'actress', 'award', 'while', 'our', 'play', 'got', 'the', 'first', 'place']","I acted in an English play in college and got the Best Actress ÌÁ award, while our play got the first place.",21,22.0,2.0,26.0,i acted in an english play in college and got the best actress award while our play got the first place
5919,1.0,fear,"['i', 'have', 'done', 'the', 'teacher', 'training', 'course', 'bed', 'during', 'our', 'training', 'i', 'wa', 'asked', 'to', 'handle', 'the', 'ninth', 'standard', 'class', 'in', 'a', 'boy', 'school', 'i', 'wa', 'scared', 'to', 'face', 'the', 'class', 'the', 'first', 'day']",I have done the teachers training course (B.Ed).  During our ÌÁ training I was asked to handle the ninth standard class in a boys ÌÁ school.  I was scared to face the class the first day.,34,22.0,2.0,26.0,i have done the teacher training course bed during our training i wa asked to handle the ninth standard class in a boy school i wa scared to face the class the first day
5920,2.0,anger,"['i', 'wa', 'to', 'meet', 'a', 'friend', 'at', 'the', 'busstop', 'he', 'wa', 'coming', 'to', 'visit', 'u', 'and', 'he', 'did', 'not', 'turn', 'up', 'after', 'having', 'waited', 'for', 'him', 'for', 'some', 'time', 'about', 'an', 'hour', 'i', 'called', 'him', 'up', 'to', 'be', 'told', 'that', 'he', 'did', 'not', 'intend', 'to', 'come', 'a', 'he', 'wa', 'feeling', 'tired']","I was to meet a friend at the bus-stop (he was coming to visit ÌÁ us) and he did not turn up.  After having waited for him for some time     ÌÁ (about an hour) I called him up, to be told that he did not ÌÁ intend to come as he was feeling tired.",51,22.0,2.0,26.0,i wa to meet a friend at the busstop he wa coming to visit u and he did not turn up after having waited for him for some time about an hour i called him up to be told that he did not intend to come a he wa feeling tired
5921,3.0,sadness,"['when', 'my', 'sister', 'died', 'in', 'a', 'fire', 'accident', 'at', 'home']",When my sister died in a fire accident at home.,10,22.0,2.0,26.0,when my sister died in a fire accident at home
5922,4.0,disgust,"['when', 'my', 'husband', 'told', 'me', 'about', 'his', 'premarital', 'affair']",When my husband told me about his pre-marital affairs.,9,22.0,2.0,26.0,when my husband told me about his premarital affair
5925,0.0,joy,"['when', 'i', 'passsed', 'the', 'msc', 'board', 'exam', 'with', 'first', 'class', 'which', 'i', 'had', 'not', 'expected']","When I passsed the M.S.C board exams with first class, which I ÌÁ had not expected.",15,24.0,2.0,26.0,when i passsed the msc board exam with first class which i had not expected
5926,1.0,fear,"['i', 'have', 'always', 'been', 'very', 'scared', 'and', 'tense', 'before', 'an', 'exam', 'and', 'before', 'the', 'declaration', 'of', 'the', 'result']",[ I have always been very scared and tense before an exam and ÌÁ before the declaration of the results.],18,24.0,2.0,26.0,i have always been very scared and tense before an exam and before the declaration of the result
5927,2.0,anger,"['when', 'my', 'friend', 'promised', 'that', 'she', 'would', 'come', 'to', 'my', 'place', 'and', 'did', 'not', 'turn', 'up', 'i', 'wa', 'annoyed', 'at', 'her']","When my friend promised that she would come to my place, and did ÌÁ not turn up - I was annoyed at her.",21,24.0,2.0,26.0,when my friend promised that she would come to my place and did not turn up i wa annoyed at her
5928,3.0,sadness,"['when', 'someone', 'tell', 'me', 'something', 'that', 'hurt', 'me', 'i', 'feel', 'bad', 'about', 'it', 'and', 'also', 'feel', 'sad']","[ When someone tells me something that hurts me, I feel bad about ÌÁ it and also feel sad.]",17,24.0,2.0,26.0,when someone tell me something that hurt me i feel bad about it and also feel sad
5929,4.0,disgust,"['i', 'feel', 'disgusted', 'when', 'people', 'do', 'not', 'understand', 'me', 'in', 'the', 'right', 'way', 'ie', 'they', 'misunderstand', 'me']","I feel disgusted when people do not understand me in the right ÌÁ way, i.e they misunderstand me.",17,24.0,2.0,26.0,i feel disgusted when people do not understand me in the right way ie they misunderstand me
5932,0.0,joy,"['i', 'wa', 'very', 'happy', 'when', 'i', 'passed', 'the', 'ba', 'with', 'first', 'class', 'mark']",I was very happy when I passed the B.A with first class marks.,13,24.0,2.0,26.0,i wa very happy when i passed the ba with first class mark
5933,1.0,fear,"['while', 'trying', 'to', 'board', 'a', 'train', 'i', 'missed', 'the', 'footstep', 'and', 'fell', 'down', 'on', 'the', 'platform']",While trying to board a train I missed the footsteps and fell ÌÁ down on the platform.,16,24.0,2.0,26.0,while trying to board a train i missed the footstep and fell down on the platform
5934,2.0,anger,"['i', 'wa', 'having', 'an', 'argument', 'with', 'my', 'brother', 'on', 'his', 'behavior', 'then', 'we', 'started', 'fighting', 'and', 'i', 'got', 'annoyed', 'at', 'him', 'because', 'he', 'started', 'teasing', 'me']","I was having an argument with my brother on his behavior, then we  ÌÁ started fighting and I got annoyed at him because he started ÌÁ teasing me.",26,24.0,2.0,26.0,i wa having an argument with my brother on his behavior then we started fighting and i got annoyed at him because he started teasing me
5935,3.0,sadness,"['my', 'best', 'friend', 'got', 'married', 'and', 'left', 'her', 'hometown', 'to', 'go', 'and', 'live', 'in', 'poona', 'after', 'her', 'wedding', 'i', 'felt', 'sad']",My best friend got married and left her home-town to go and live ÌÁ in Poona.  After her wedding I felt sad.,21,24.0,2.0,26.0,my best friend got married and left her hometown to go and live in poona after her wedding i felt sad
5936,4.0,disgust,"['i', 'feel', 'disgust', 'at', 'my', 'neighbour', 'because', 'she', 'come', 'to', 'our', 'house', 'with', 'her', 'child', 'who', 'spoil', 'our', 'furniture']","I feel disgust at my neighbour, because she comes to our house with ÌÁ her child, who spoils our furniture.",19,24.0,2.0,26.0,i feel disgust at my neighbour because she come to our house with her child who spoil our furniture
5939,0.0,joy,"['when', 'i', 'passed', 'the', 'ba', 'exam', 'with', 'first', 'class', 'result']",When I passed the B.A exams with first class results.,10,22.0,2.0,26.0,when i passed the ba exam with first class result
5940,1.0,fear,"['when', 'i', 'wa', 'coming', 'back', 'home', 'alone', 'at', 'night']",When I was coming back home alone at night.,9,22.0,2.0,26.0,when i wa coming back home alone at night
5941,2.0,anger,"['when', 'i', 'failed', 'the', 'msc', 'exam']",When I failed the M.S.C exams.,6,22.0,2.0,26.0,when i failed the msc exam
5942,3.0,sadness,"['when', 'my', 'father', 'wa', 'ill']",When my father was ill.,5,22.0,2.0,26.0,when my father wa ill
5943,4.0,disgust,"['when', 'my', 'friend', 'who', 'is', 'close', 'to', 'me', 'got', 'engaged', 'and', 'did', 'not', 'invite', 'me']",When my friend who is close to me got engaged and did not invite ÌÁ me.,15,22.0,2.0,26.0,when my friend who is close to me got engaged and did not invite me
5946,0.0,joy,"['last', 'year', 'i', 'passed', 'the', 'ba', 'exam', 'in', 'psychology', 'in', 'which', 'i', 'stood', 'first', 'in', 'my', 'class', 'thus', 'i', 'got', 'the', 'first', 'prize', 'from', 'the', 'college', 'i', 'wa', 'most', 'happy', 'to', 'tell', 'all', 'this', 'to', 'my', 'parent', 'and', 'friend']",Last year I passed the B.A exams in Psychology in which I stood first ÌÁ in my class.  Thus I got the first prize from the college.  I was ÌÁ most happy to tell all this to my parents and friends.,39,22.0,2.0,26.0,last year i passed the ba exam in psychology in which i stood first in my class thus i got the first prize from the college i wa most happy to tell all this to my parent and friend
5947,1.0,fear,"['when', 'i', 'wa', '20', 'year', 'old', 'i', 'fell', 'severely', 'ill', 'and', 'wa', 'bedridden', 'for', '6', 'month', 'i', 'felt', 'very', 'scared', 'for', 'my', 'health', 'and', 'my', 'study']","When I was 20 years old, I fell severely ill and was bed-ridden for ÌÁ 6 months.  I felt very scared for my health and my studies.",26,22.0,2.0,26.0,when i wa 20 year old i fell severely ill and wa bedridden for 6 month i felt very scared for my health and my study
5948,2.0,anger,"['a', 'few', 'month', 'ago', 'when', 'i', 'wa', 'teaching', 'i', 'suddenly', 'became', 'very', 'angry', 'at', 'the', 'child', 'and', 'slapped', 'some', 'of', 'them']","A few months ago when I was teaching, I suddenly became very ÌÁ angry at the children and slapped some of them.",21,22.0,2.0,26.0,a few month ago when i wa teaching i suddenly became very angry at the child and slapped some of them
5949,3.0,sadness,"['my', 'friend', 'got', 'married', 'and', 'went', 'abroad', 'this', 'made', 'me', 'feel', 'sad', 'and', 'lonely']","My friend got married and went abroad, this made me feel sad and ÌÁ lonely.",14,22.0,2.0,26.0,my friend got married and went abroad this made me feel sad and lonely
5950,4.0,disgust,"['when', 'a', 'begggar', 'approached', 'me', 'for', 'money', 'i', 'felt', 'disgusted']","When a begggar approached me for money, I felt disgusted.",10,22.0,2.0,26.0,when a begggar approached me for money i felt disgusted
5953,0.0,joy,"['when', 'i', 'got', 'a', 'first', 'class', 'in', 'the', 'twelveth', 'standard', 'exam', 'i', 'wa', 'very', 'surprised', 'and', 'happy', 'and', 'i', 'had', 'a', 'very', 'good', 'time', 'with', 'my', 'friend']","When I got a first class in the twelveth standard exams, I was very ÌÁ surprised and happy and I had a very good time with my friends.",27,21.0,2.0,26.0,when i got a first class in the twelveth standard exam i wa very surprised and happy and i had a very good time with my friend
5954,1.0,fear,"['i', 'had', 'a', 'very', 'horrible', 'dream', 'one', 'night', 'i', 'dreamt', 'that', 'i', 'had', 'fallen', 'off', 'a', 'very', 'crowded', 'train']","I had a very horrible dream one night, I dreamt that I had fallen ÌÁ off a very crowded train.",19,21.0,2.0,26.0,i had a very horrible dream one night i dreamt that i had fallen off a very crowded train
5955,2.0,anger,"['when', 'i', 'wa', 'at', 'sybajaj', 'i', 'wanted', 'to', 'get', 'admission', 'in', 'another', 'college', 'and', 'this', 'wa', 'not', 'easy', 'and', 'i', 'felt', 'angry']",When I was at S.Y.Bajaj I wanted to get admission in another ÌÁ college and this was not easy and I felt angry. ,22,21.0,2.0,26.0,when i wa at sybajaj i wanted to get admission in another college and this wa not easy and i felt angry
5956,3.0,sadness,"['when', 'my', 'mother', 'scolded', 'me', 'for', 'something', 'very', 'insignificant', 'without', 'knowing', 'the', 'real', 'cause', 'of', 'what', 'had', 'happened']","When my mother scolded me for something, very insignificant, without ÌÁ knowing the real cause of what had happened. ",18,21.0,2.0,26.0,when my mother scolded me for something very insignificant without knowing the real cause of what had happened
5957,4.0,disgust,"['i', 'feel', 'disgusted', 'at', 'my', 'cousin', 'who', 'is', 'badmannered', 'doe', 'not', 'know', 'how', 'to', 'behave', 'and', 'talk', 'to', 'others', 'he', 'doe', 'not', 'respect', 'elder', 'and', 'lie', 'all', 'the', 'time']","I feel disgusted at my cousin, who is bad-mannered, does not know ÌÁ how to behave and talk to others, he does not respect elders and ÌÁ lies all the time.",29,21.0,2.0,26.0,i feel disgusted at my cousin who is badmannered doe not know how to behave and talk to others he doe not respect elder and lie all the time
5960,0.0,joy,"['after', 'completing', 'highschool', 'i', 'wanted', 'to', 'go', 'abroad', 'for', 'a', 'holiday', 'i', 'had', 'never', 'been', 'abroad', 'before', 'and', 'neither', 'had', 'i', 'taken', 'a', 'holiday', 'for', 'a', 'long', 'time', 'when', 'finally', 'my', 'parent', 'agreed', 'and', 'we', 'got', 'the', 'airplane', 'ticket', 'i', 'wa', 'over', 'joyed']","After completing high-school, I wanted to go abroad for a ÌÁ holiday.  I had never been abroad before and neither had I taken ÌÁ a holiday for a long time.  When finally my parents agreed and we ÌÁ got the airplane tickets I was over joyed.",43,22.0,2.0,26.0,after completing highschool i wanted to go abroad for a holiday i had never been abroad before and neither had i taken a holiday for a long time when finally my parent agreed and we got the airplane ticket i wa over joyed
5961,1.0,fear,"['it', 'so', 'happened', 'that', 'while', 'staying', 'at', 'anaunts', 'place', 'i', 'discovered', 'that', 'i', 'wa', 'afraid', 'of', 'sleeping', 'in', 'pitch', 'darkness', 'the', 'room', 'which', 'my', 'sister', 'and', 'i', 'were', 'sharing', 'had', 'no', 'light', 'and', 'i', 'would', 'refuse', 'to', 'sleep', 'without', 'having', 'the', 'light', 'of', 'the', 'adjoining', 'bathroom', 'switched', 'on']","It so happened that while staying at anaunt's place I discovered ÌÁ that I was afraid of sleeping in pitch darkness.  The room ÌÁ which my sister and I were sharing had no light, and I would ÌÁ refuse to sleep without having the light of the adjoining ÌÁ bathroom switched on.",48,22.0,2.0,26.0,it so happened that while staying at anaunts place i discovered that i wa afraid of sleeping in pitch darkness the room which my sister and i were sharing had no light and i would refuse to sleep without having the light of the adjoining bathroom switched on
5962,3.0,sadness,"['when', 'i', 'see', 'people', 'with', 'burn', 'i', 'feel', 'sad', 'actually', 'i', 'can', 'not', 'even', 'express', 'my', 'feeling', 'a', 'i', 'think', 'that', 'they', 'must', 'suffer', 'a', 'lot']","When I see people with burns I feel sad, actually I can not even ÌÁ express my feelings as I think that they must suffer a lot.",26,23.0,2.0,26.0,when i see people with burn i feel sad actually i can not even express my feeling a i think that they must suffer a lot
5963,4.0,disgust,"['i', 'do', 'not', 'like', 'one', 'of', 'our', 'neighbour', 'a', 'they', 'are', 'very', 'selfish', 'whenever', 'they', 'want', 'something', 'or', 'need', 'help', 'they', 'come', 'to', 'see', 'u', 'otherwise', 'they', 'do', 'not', 'even', 'bother', 'about', 'people', 'who', 'live', 'next', 'to', 'them']","I do not like one of our neighbours as they are very selfish.  ÌÁ Whenever they want something or need help they come to see us,  ÌÁ otherwise they do not even bother about people who live next to ÌÁ them.",38,23.0,2.0,26.0,i do not like one of our neighbour a they are very selfish whenever they want something or need help they come to see u otherwise they do not even bother about people who live next to them
5966,0.0,joy,"['day', 'before', 'yesterday', 'my', 'mother', 'bought', 'me', 'a', 'new', 'pair', 'of', 'shoe', 'without', 'my', 'having', 'asked', 'for', 'them', 'she', 'told', 'me', 'that', 'when', 'she', 'saw', 'the', 'pair', 'of', 'shoe', 'she', 'felt', 'like', 'buying', 'them', 'for', 'me', 'i', 'really', 'liked', 'the', 'shoe', 'and', 'they', 'made', 'me', 'feel', 'that', 'my', 'mother', 'care', 'for', 'me']","Day before yesterday my mother bought me a new pair of shoes, ÌÁ without my having asked for them.  She told me that when she saw ÌÁ the pair of shoes she felt like buying them for me.  I really ÌÁ liked the shoes and they made me feel that my mother cares for ÌÁ me.",52,20.0,2.0,26.0,day before yesterday my mother bought me a new pair of shoe without my having asked for them she told me that when she saw the pair of shoe she felt like buying them for me i really liked the shoe and they made me feel that my mother care for me
5967,1.0,fear,"['when', 'for', 'the', 'first', 'time', 'i', 'rode', 'on', 'a', 'motorcycle', 'with', 'my', 'brother', 'he', 'wa', 'going', 'so', 'fast', 'that', 'i', 'felt', 'that', 'i', 'would', 'fall', 'off', 'without', 'my', 'brother', 'realizing', 'it']",When for the first time I rode on a motorcycle with my brother.  ÌÁ He was going so fast that I felt that I would fall off without my ÌÁ brother realizing it.,31,20.0,2.0,26.0,when for the first time i rode on a motorcycle with my brother he wa going so fast that i felt that i would fall off without my brother realizing it
